  frus1868p1/d57 1868-04-06 head/from name='Mr. Adams to Mr. Seward.' | head='Mr. Adams to Mr. Seward.' | chap=Great Britain. united-kingdom d.Despatches | pocom=several | rule=[] 
  frus1867p2/d260 1867-03-20 head/from name='Mr. Campbell' | head='Mr. Campbell to Mr. Seward.,' | chap=Mexico. mexico d.Despatches | pocom=several | rule=[] 
  frus1864p2/d198 1863-12-12 head/from name='Mr. Seward' | head='Mr. Seward to Lord Lyons .' | chap=British legation. united-kingdom d.Despatches | pocom=several | rule=[] 
  frus1891/d4 1891-02-13 enclosure/from name='Smith' | head='Mr. Blaine to Mr. Pitkin .' | chap=Argentine Republic argentina d.Instructions,notesToFM | pocom=several | rule=[] 
  frus1876/d88 1876-10-15 head/from name='Nicholas Fish' | head='No. 87. Mr. Nicholas Fish to Mr. Fish .' | chap=Germany. germany d.Despatches | pocom=several | rule=[] 
  frus1885/d552 1885-07-29 enclosure/from name='Williams' | head='Mr. Bayard to Mr. Foster .' | chap=Spain spain d.Instructions,notesToFM | pocom=several | rule=[] 
  frus1885/d528 1885-03-10 enclosure/to name='Williams' | head='Mr. Bayard to Mr. Reed .' | chap=Spain spain d.Instructions,notesToFM | pocom=several | rule=[] 
  frus1867p2/d228 1867-01-02 head/from name='Mr. Campbell' | head='Mr. Campbell to Mr. Seward' | chap=Mexico. mexico d.Despatches | pocom=several | rule=[] 
  frus1867p2/d259 1867-03-18 head/from name='Mr. Campbell' | head='Mr. Campbell to Mr. Seward' | chap=Mexico. mexico d.Despatches | pocom=several | rule=[] 
  frus1868p1/d132 1868-11-10 head/from name='Mr. Johnson to Mr. Seward.' | head='Mr. Johnson to Mr. Seward.' | chap=Great Britain. united-kingdom d.Despatches | pocom=several | rule=[] 
## B|1861-1899|unknown:explained-as-uncovered-role count=16651
  frus1889/d276 1889-03-01 enclosure/from name='Ernst' | head='Mr. Bayard to Mr. Romero .' | chap=Mexico mexico d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1884/d54 1884-03-07 head/from name='Cheng Tsao Ju' | head='No. 54. Mr. Cheng Tsao Ju to Mr. Frelinghuysen .' | chap=China. china notesFromFM | pocom=unknown | rule=[] 
  frus1865p2/d488 1865-05-04 enclosure/from name='The Minister of Sweden and Norway' | head='Mr. Clay to Mr. Seward' | chap=Russia. russia d.Despatches | pocom=unknown | rule=[] 
  frus1894app1/d227 1894-08-06 head/to name='Julian Pauncefote' | head='Mr. Gresham to Sir Julian Pauncefote .' | chap=  d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1899/d590 1899-03-15 enclosure/from name='Lamsdorff' | head='Mr. Peirce to Mr. Hay .' | chap=Russia russia d.Despatches | pocom=unknown | rule=[] 
  frus1897/d603 1897-02-19 head/to name='Moustapha Bey' | head='Mr. Olney to Moustapha Bey .' | chap=Turkey turkey d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1880/d544 1880-03-15 enclosure/to name='Braamcamp' | head='No. 544. Mr. Moran to Mr. Evarts .' | chap=Portugal portugal d.Despatches | pocom=unknown | rule=[] 
  frus1883/d533 1883-02-13 enclosure/from name='Aarifi Pasha' | head='No. 534. Mr. Wallace to Mr. Frelinghuysen .' | chap=Turkey. turkey d.Despatches | pocom=unknown | rule=[] 
  frus1890/d232 1890-03-24 enclosure/from name='Van Duzer' | head='Mr. Blaine to Mr. Lincoln .' | chap=Great Britain. united-kingdom d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1891/d339 1892-01-23 head/from name='Pedro Montt' | head='Señor Pedro Montt to Mr. Blaine .' | chap=Chile chile notesFromFM | pocom=unknown | rule=[] 
## B|1861-1899|unknown:unexplained count=392
  frus1866p1/d292 1865-12-28 head/to name='the Minister for Foreign Affairs' | head='The Minister of France in Mexico to the Minister for Foreign Affairs' | chap=Mexico mexico d.Despatches | pocom=unknown | rule=[] 
  frus1864p2/d460 1864-08-12 head/from name='Mr. Seward to Lord Lyons,' | head='Mr. Seward to Lord Lyons, .' | chap=British legation. united-kingdom d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1864p1/d123 1864-02-20 head/to name='Lord Lyons' | head='Earl Russell to Lord Lyons .' | chap=Great Britain. united-kingdom d.Despatches | pocom=unknown | rule=[] 
  frus1884/d334 1884-05-06 head/to name='Krom Mun Narès' | head='No. 334. Reply of the President to Prince Krom Mun Narès .' | chap=Siam. thailand d.Despatches | pocom=unknown | rule=[] 
  frus1868p2/d455 1868-09-06 head/from name='Señor Caminos' | head='Señor Caminos to Mr. Washburn .' | chap=Paraguay. paraguay d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1872p2v2/d44 1865-03-07 head/to name='Benavides' | head='[470] * Mr. Perry , United States chargé d’affaires, to Mr. Benavides , minister' | chap=[441] *V.—Spain. spain d.Despatches | pocom=unknown | rule=[] 
  frus1895p1/d372 1894-12-22 head/to name='Waller' | head='Mr. Waller to Mrs. Waller .' | chap=France france d.Despatches | pocom=unknown | rule=[] 
  frus1872p2v1/d485 1869-10-05 head/to name='Rumley' | head='Mr. Boutwell , Secretary of the Treasury, to Mr. Rumley , collector .' | chap=  lettersReceived | pocom=unknown | rule=[] 
  frus1864p1/d280 1864-02-03 head/to name='Lord Lyons' | head='Earl Russell to Lord Lyons .' | chap=Great Britain. united-kingdom d.Despatches | pocom=unknown | rule=[] 
  frus1864p2/d375 1864-05-19 head/from name='Mr. Seward to Lord Lyons' | head='Mr. Seward to Lord Lyons .' | chap=British legation. united-kingdom d.Instructions,notesToFM | pocom=unknown | rule=[] 
## B|1900-1905|nobody:explained-as-uncovered-role count=1060
  frus1903/d658 1903-11-26 head/from name='Neill' | head='Mr. Neill to Mr. Hay .' | chap=Peru peru d.Despatches | pocom=nobody | rule=[] 
  frus1902/d613 1902-06-30 enclosure/to name='Livingston' | head='Mr. Powell to Mr. Hay .' | chap=Haiti haiti d.Despatches | pocom=nobody | rule=[] 
  frus1900/d901 1900-04-18 enclosure/from name='Gibson' | head='Mr. Spurgeon to Mr. Hay .' | chap=Liberia liberia d.Despatches | pocom=nobody | rule=[] 
  frus1904/d846 1904-08-11 enclosure/from name='Simon' | head='Mr. Hill to Mr. Hay .' | chap=Switzerland switzerland d.Despatches | pocom=nobody | rule=[] 
  frus1905/d975 1905-01-11 head/from name='Jay' | head='Chargé Jay to the Secretary of State .' | chap=Turkey turkey d.Despatches | pocom=nobody | rule=[] 
  frus1905/d730 1905-01-09 enclosure/to name='Norton' | head='Minister Pearson to the Secretary of State .' | chap=Persia iran d.Despatches | pocom=nobody | rule=[] 
  frus1902/d137 1902-03-19 enclosure/from name='Mc Wade' | head='Mr. Conger to Mr. Hay .' | chap=China china d.Despatches | pocom=nobody | rule=[] 
  frus1902/d586 1902-07-30 enclosure/to name='Bailey' | head='Mr. Bailey to Mr. Hay .' | chap=Guatemala and Honduras guatemala d.Despatches | pocom=nobody | rule=[] 
  frus1904/d52 1904-10-13 head/to name='Hale' | head='Mr. Loomis to Mr. Hale .' | chap=Austria-Hungary austria d.Instructions,notesToFM | pocom=nobody | rule=[] 
  frus1904/d254 1904-08-13 enclosure/to name='Reed' | head='Mr. Dawson to Mr. Hay .' | chap=Dominican Republic dominican-republic d.Despatches | pocom=nobody | rule=[] 
## B|1900-1905|nobody:unexplained count=42
  frus1902/d788 1902-09-04 head/to name='Roosevelt' | head='President Diaz to President Roosevelt .' | chap=Mexico mexico d.Despatches | pocom=nobody | rule=[] 
  frus1902/d418 1902-09-04 head/to name='Roosevelt' | head='The German Emperor to President Roosevelt .' | chap=Germany germany d.Despatches | pocom=nobody | rule=[] 
  frus1901/d102 1901-09-23 head/to name='Roosevelt' | head='President Marroquin to President Roosevelt .' | chap=Colombia colombia d.Despatches | pocom=nobody | rule=[] 
  frus1904/d670 1904-06-11 head/to name='Roosevelt' | head='The King of Portugal to President Roosevelt .' | chap=Portugal portugal d.Despatches | pocom=nobody | rule=[] 
  frus1902/d878 1902-10-13 head/to name='Roosevelt' | head='His Majesty Chulalongkorn to President Roosevelt .' | chap=Siam thailand d.Despatches | pocom=nobody | rule=[] 
  frus1903/d16 1903-09-19 head/to name='Roosevelt' | head='Prince Ferdinand to President Roosevelt .' | chap=Bulgaria bulgaria d.Despatches | pocom=nobody | rule=[] 
  frus1902/d993 1902-09-01 head/to name='Roosevelt' | head='The Sultan of Turkey to President Roosevelt .' | chap=Turkey turkey d.Despatches | pocom=nobody | rule=[] 
  frus1902/d385 1902-09-04 head/to name='Roosevelt' | head='President Loubet to President Roosevelt .' | chap=France france d.Despatches | pocom=nobody | rule=[] 
  frus1905/d530 1905-10-30 head/to name='Roosevelt' | head='The King of Italy to President Roosevelt .' | chap=Italy italy d.Despatches | pocom=nobody | rule=[] 
  frus1902/d789 1902-09-05 head/to name='Diaz' | head='President Roosevelt to President Diaz .' | chap=Mexico mexico lettersReceived | pocom=nobody | rule=[] 
## B|1900-1905|one:CONTRADICTED-holder-in-no-post-on-date count=204
  frus1902/d415 1902-08-12 head/from name='Jackson' | head='Mr. Jackson to Mr. Hay .' | chap=Germany germany d.Despatches | pocom=one John Brinkerhoff Jackson | rule=[] []
  frus1901/d153 1901-05-04 enclosure/from name='Jackson' | head='Mr. White to Mr. Hay .' | chap=Germany germany d.Despatches | pocom=one John Brinkerhoff Jackson | rule=[] []
  frus1900/d492 1900-08-30 head/from name='Peirce' | head='Mr. Peirce to Mr. Adee .' | chap=China china d.Despatches | pocom=one Herbert Henry Davis Peirce | rule=[] []
  frus1903/d462 1903-01-10 head/to name='White' | head='Mr. Hay to Mr. White .' | chap=Great Britain united-kingdom d.Instructions,notesToFM | pocom=one Andrew Dickson White | rule=[] []
  frus1903/d427 1902-12-16 head/from name='White' | head='Mr. White to Mr. Hay .' | chap=Great Britain united-kingdom d.Despatches | pocom=one Andrew Dickson White | rule=[] []
  frus1903/d447 1902-12-24 head/from name='White' | head='Mr. White to Mr. Hay .' | chap=Great Britain united-kingdom d.Despatches | pocom=one Andrew Dickson White | rule=[] []
  frus1904/d554 1904-06-17 head/from name='Lee' | head='Mr. Lee to Mr. Hay .' | chap=Panama panama d.Despatches | pocom=one Joseph Wilcox Jenkins Lee | rule=[] []
  frus1903/d442 1902-12-20 enclosure/to name='White' | head='Mr. White to Mr. Hay .' | chap=Great Britain united-kingdom d.Despatches | pocom=one Andrew Dickson White | rule=[] []
  frus1904/d941 1903-12-27 head/from name='Russell' | head='Mr. Russell to Mr. Hay.' | chap=Venezuela venezuela d.Despatches | pocom=one William Worthington Russell | rule=[] []
  frus1901/d65 1901-07-25 enclosure/to name='Squiers' | head='Mr. Squiers to Mr. Hay .' | chap=China china d.Despatches | pocom=one Herbert Goldsmith Squiers | rule=[] []
## B|1900-1905|one:CONTRADICTED-holder-in-other-post count=292
  frus1902/d841 1902-08-22 head/to name='Wilson' | head='Mr. Adee to Mr. Wilson .' | chap=Roumania romania d.Instructions,notesToFM | pocom=one Henry Lane Wilson | rule=[] ['chief:chile']
  frus1902/d152 1902-01-29 head/to name='Porter' | head='Mr. Hay to Mr. Porter .' | chap=China china d.Instructions,notesToFM | pocom=one Horace Porter | rule=[] ['chief:france']
  frus1900/d392 1900-07-19 head/from name='White' | head='Mr. White to Mr. Hay .' | chap=China china d.Despatches | pocom=one Andrew Dickson White | rule=[] ['chief:germany']
  frus1904/d544 1904-01-09 enclosure/to name='Buchanan' | head='Mr. Buchanan to Mr. Hay .' | chap=Panama panama specialAgentsDespatches | pocom=one William Insco Buchanan | rule=[] ['chief:panama']
  frus1905/d535 1904-11-04 enclosure/from name='Bryan' | head='The Acting Secretary of State to Minister Griscom .' | chap=Japan japan d.Instructions,notesToFM | pocom=one Charles Page Bryan | rule=[] ['chief:portugal']
  frus1905/d446 1905-08-22 head/from name='Wilson' | head='Chargé Wilson to the Secretary of State .' | chap=Greece greece d.Despatches | pocom=one Henry Lane Wilson | rule=[] ['chief:belgium']
  frus1901/d472 1901-07-05 enclosure/to name='Griscom' | head='Mr. Leishman to Mr. Hay .' | chap=Turkey turkey d.Despatches | pocom=one Lloyd Carpenter Griscom | rule=[] ['chief:iran']
  frus1901China/d66 1901-01-19 enclosure/to name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] ['chief:china']
  frus1902/d914 1902-05-06 enclosure/from name='Long' | head='Mr. Hay to Mr. Pioda .' | chap=Switzerland switzerland d.Instructions,notesToFM | pocom=one John G. Long | rule=[] ['chief:egypt']
  frus1902app1/d178 1902-06-03 head/to name='Newel' | head='Mr. Asser to Mr. Newel .' | chap=  d.Despatches | pocom=one Stanford Newel | rule=[] ['chief:netherlands']
## B|1900-1905|one:CONTRADICTED-within-180d-of-hypothesised-post count=13
  frus1902app1/d167 1893-03-20 enclosure/from name='John W. Foster' | head='EXHIBIT B B.' | chap=  d.Despatches | pocom=one John Watson Foster | rule=[] []
  frus1902/d744 1898-05-04 head/to name='Sherman' | head='Mr. Clayton to Mr. Sherman .' | chap=Mexico mexico d.Despatches | pocom=one John Sherman | rule=[] []
  frus1900/d1044 1900-01-11 head/to name='Straus' | head='Mr. Hay to Mr. Straus .' | chap=Turkey turkey d.Instructions,notesToFM | pocom=one Oscar Solomon Straus | rule=[] []
  frus1905/d599 1905-11-24 head/to name='Griscom' | head='The Secretary of State to Minister Griscom .' | chap=Japan japan d.Instructions,notesToFM | pocom=one Lloyd Carpenter Griscom | rule=[] []
  frus1903/d653 1903-12-12 head/to name='Buchanan' | head='Mr. Loomis to Mr. Buchanan .' | chap=Panama panama d.Instructions,notesToFM | pocom=one William Insco Buchanan | rule=[] []
  frus1905/d380 1905-06-20 head/to name='Porter' | head='The Secretary of State to Ambassador Porter .' | chap=France france d.Instructions,notesToFM | pocom=one Horace Porter | rule=[] []
  frus1905/d381 1905-06-27 head/to name='Porter' | head='The Acting Secretary of State to General Porter .' | chap=France france d.Instructions,notesToFM | pocom=one Horace Porter | rule=[] []
  frus1900/d1054 1899-12-29 head/to name='Straus' | head='Mr. Hay to Mr. Straus .' | chap=Turkey turkey d.Instructions,notesToFM | pocom=one Oscar Solomon Straus | rule=[] []
  frus1900/d1057 1900-01-08 enclosure/to name='Straus' | head='Mr. Griscom to Mr. Hay .' | chap=Turkey turkey d.Despatches | pocom=one Oscar Solomon Straus | rule=[] []
  frus1905/d622 1905-11-24 head/to name='Morgan' | head='The Secretary of State to Minister Morgan .' | chap=Korea korea d.Instructions,notesToFM | pocom=one Edwin Vernon Morgan | rule=[] []
## B|1900-1905|one:corroborated(chief) count=4051
  frus1902/d429 1902-02-07 head/from name='White' | head='Mr. White to Mr. Bay .' | chap=Germany germany d.Despatches | pocom=one Andrew Dickson White | rule=['Andrew Dickson White'] 
  frus1902/d84 1902-11-15 head/from name='Townsend' | head='Mr. Townsend to Mr. Hay .' | chap=Belgium belgium d.Despatches | pocom=one Lawrence Townsend | rule=['Lawrence Townsend'] 
  frus1905/d335 1905-04-06 enclosure/from name='Dawson' | head='Minister Dawson to the Secretary of State .' | chap=Dominican Republic dominican-republic d.Despatches | pocom=one Thomas Cleland Dawson | rule=['Thomas Cleland Dawson'] 
  frus1900/d220 1900-11-19 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=China china d.Despatches | pocom=one Edwin Hurd Conger | rule=['Edwin Hurd Conger'] 
  frus1905/d308 1905-05-13 head/from name='Swenson' | head='Minister Swenson to the Secretary of State .' | chap=Denmark denmark d.Despatches | pocom=one Laurits Selmer Swenson | rule=['Laurits Selmer Swenson'] 
  frus1903/d646 1903-11-18 head/from name='Clayton' | head='Mr. Clayton to Mr. Hay .' | chap=Mexico mexico d.Despatches | pocom=one Powell Clayton | rule=['Powell Clayton'] 
  frus1905/d734 1905-04-20 enclosure/to name='Pearson' | head='Minister Pearson to the Secretary of State .' | chap=Persia iran d.Despatches | pocom=one Richmond Pearson | rule=['Richmond Pearson'] 
  frus1902/d716 1902-06-09 head/from name='Buck' | head='Mr. Buck to Mr. Hay .' | chap=Japan japan d.Despatches | pocom=one Alfred Eliab Buck | rule=['Alfred Eliab Buck'] 
  frus1903/d75 1903-08-14 enclosure/to name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=China china d.Despatches | pocom=one Edwin Hurd Conger | rule=['Edwin Hurd Conger'] 
  frus1904/d367 1904-08-08 enclosure/from name='Powell' | head='Mr. Powell to Mr. Hay .' | chap=Haiti haiti d.Despatches | pocom=one William Frank Powell | rule=['William Frank Powell'] 
## B|1900-1905|one:corroborated(dept-tier1) count=3758
  frus1901China/d200 1900-11-19 head/to name='Hay' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1901/d309 1900-12-26 head/to name='Hay' | head='Mr. Buck to Mr. Hay .' | chap=Japan japan d.Despatches | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1904/d683 1904-02-07 head/from name='Hay' | head='Mr. Hay to Mr. McCormick .' | chap=Russia russia d.Instructions,notesToFM | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1900/d301 1900-07-18 head/from name='Hay' | head='Mr. Hay to Mr. Wu Ting-fang .' | chap=China china d.Instructions,notesToFM | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1904/d646 1904-01-30 head/to name='Hay' | head='Mr. Dudley to Mr. Hay .' | chap=Peru peru d.Despatches | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1903/d100 1903-05-04 head/from name='Hay' | head='Mr. Hay to Mr. Beaupré .' | chap=Colombia colombia d.Instructions,notesToFM | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1902/d250 1902-03-26 head/from name='Hay' | head='Mr. Hay to Mr. Hart .' | chap=Colombia colombia d.Instructions,notesToFM | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1902/d731 1902-06-12 head/from name='Hay' | head='Mr. Hay to Mr. Allen .' | chap=Korea korea d.Instructions,notesToFM | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1903/d765 1903-09-08 head/to name='Hay' | head='Mr. Leishman to Mr. Hay .' | chap=Turkey turkey d.Despatches | pocom=one John Milton Hay | rule=['John Milton Hay'] 
  frus1902/d610 1902-06-28 head/to name='Hay' | head='Mr. Powell to Mr. Hay .' | chap=Haiti haiti d.Despatches | pocom=one John Milton Hay | rule=['John Milton Hay'] 
## B|1900-1905|one:corroborated(dept-tier2) count=657
  frus1902/d763 1902-06-28 head/from name='Hill' | head='Mr. Hill to Mr. Clayton .' | chap=Mexico mexico d.Instructions,notesToFM | pocom=one David Jayne Hill | rule=['David Jayne Hill'] 
  frus1902/d335 1902-09-26 head/from name='Adee' | head='Mr. Adee to Señor Vasquez .' | chap=Dominican Republic dominican-republic d.Instructions,notesToFM | pocom=one Alvey Augustus Adee | rule=['Alvey Augustus Adee'] 
  frus1900/d494 1900-09-01 head/from name='Adee' | head='Mr. Adee to Mr. Peirce .' | chap=China china d.Instructions,notesToFM | pocom=one Alvey Augustus Adee | rule=['Alvey Augustus Adee'] 
  frus1904/d924 1904-07-05 head/from name='Adee' | head='Mr. Adee to Mr. Finch.' | chap=Uruguay and Paraguay uruguay d.Instructions,notesToFM | pocom=one Alvey Augustus Adee | rule=['Alvey Augustus Adee'] 
  frus1903/d245 1903-11-10 head/from name='Loomis' | head='Mr. Loomis to Mr. Ehrman .' | chap=Colombia colombia d.Instructions,notesToFM | pocom=one Francis Butler Loomis | rule=['Francis Butler Loomis'] 
  frus1904/d440 1904-04-14 enclosure/to name='Loomis' | head='Mr. Hay to Mr. Griscom .' | chap=Japan japan d.Instructions,notesToFM | pocom=one Francis Butler Loomis | rule=['Francis Butler Loomis'] 
  frus1904/d230 1904-01-17 head/from name='Loomis' | head='Mr. Loomis to Mr. Powell .' | chap=Dominican Republic dominican-republic d.Instructions,notesToFM | pocom=one Francis Butler Loomis | rule=['Francis Butler Loomis'] 
  frus1902/d30 1902-03-14 head/from name='Hill' | head='Mr. Hill to Mr. McCormick .' | chap=Austria-Hungary austria d.Instructions,notesToFM | pocom=one David Jayne Hill | rule=['David Jayne Hill'] 
  frus1902/d290 1902-08-12 head/to name='Adee' | head='Señor Quesada to Mr. Adee .' | chap=Cuba cuba notesFromFM | pocom=one Alvey Augustus Adee | rule=['Alvey Augustus Adee'] 
  frus1902/d803 1902-03-14 head/from name='Hill' | head='Mr. Hill to Mr. Merry .' | chap=Nicaragua, Costa Rica, and S nicaragua d.Instructions,notesToFM | pocom=one David Jayne Hill | rule=['David Jayne Hill'] 
## B|1900-1905|one:untestable-uncovered-only count=115
  frus1901China/d188 1900-10-16 head/from name='Conger' | head='Mr. Conger to the Secretary of State .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1901China/d71 1901-02-18 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1905/d56 1905-07-22 head/from name='Jackson' | head='Minister Jackson to the Secretary of State .' | chap=  d.Despatches | pocom=one John Brinkerhoff Jackson | rule=[] 
  frus1901China/d44 1900-10-19 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1905/d55 1905-07-05 head/from name='Bryan' | head='Minister Bryan to the Acting Secretary of State .' | chap=  d.Despatches | pocom=one Charles Page Bryan | rule=[] 
  frus1901China/d245 1901-02-24 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1901China/d207 1900-12-04 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1901China/d228 1901-01-16 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
  frus1904/d543 1904-01-08 head/from name='Buchanan' | head='Mr. Buchanan to Mr. Hay .' | chap=Panama panama specialAgentsDespatches | pocom=one William Insco Buchanan | rule=[] 
  frus1901China/d223 1901-01-07 head/from name='Conger' | head='Mr. Conger to Mr. Hay .' | chap=  d.Despatches | pocom=one Edwin Hurd Conger | rule=[] 
## B|1900-1905|several:->one(chief) count=10
  frus1905/d309 1905-11-20 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Denmark denmark d.Despatches | pocom=several | rule=['Thomas James O’Brien'] 
  frus1905/d311 1905-11-21 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Denmark denmark d.Despatches | pocom=several | rule=['Thomas James O’Brien'] 
  frus1905/d312 1905-11-22 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Denmark denmark d.Despatches | pocom=several | rule=['Thomas James O’Brien'] 
  frus1905/d1019 1905-07-11 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Uruguay and Paraguay uruguay d.Despatches | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1020 1905-07-11 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Uruguay and Paraguay uruguay d.Despatches | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1021 1905-07-21 head/to name='O’Brien' | head='The Acting Secretary of State to Minister O’Brien .' | chap=Uruguay and Paraguay uruguay d.Instructions,notesToFM | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1023 1905-08-14 head/to name='O’Brien' | head='The Acting Secretary of State to Minister O’Brien .' | chap=Uruguay and Paraguay uruguay d.Instructions,notesToFM | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1024 1905-08-15 head/to name='O’Brien' | head='The Acting Secretary of State to Minister O’Brien .' | chap=Uruguay and Paraguay uruguay d.Instructions,notesToFM | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1026 1905-08-23 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Uruguay and Paraguay uruguay d.Despatches | pocom=several | rule=['Edward Charles O’Brien'] 
  frus1905/d1027 1905-09-30 head/from name='O’Brien' | head='Minister O’Brien to the Secretary of State .' | chap=Uruguay and Paraguay uruguay d.Despatches | pocom=several | rule=['Edward Charles O’Brien'] 
## B|1900-1905|several:zero-uncovered-alternative count=2
  frus1905/d27 1905-07-05 head/from name='O’Brien' | head='Minister O’Brien to the Acting Secretary of State .' | chap=  d.Despatches | pocom=several | rule=[] 
  frus1905/d27 1905-07-05 enclosure/to name='O’Brien' | head='Minister O’Brien to the Acting Secretary of State .' | chap=  d.Despatches | pocom=several | rule=[] 
## B|1900-1905|unknown:explained-as-uncovered-role count=2701
  frus1902/d545 1902-08-30 head/from name='Raikes' | head='Mr. Raikes to Mr. Adee .' | chap=Great Britain united-kingdom d.Despatches | pocom=unknown | rule=[] 
  frus1902/d122 1902-01-21 enclosure/from name='Liu Kun-yih' | head='Mr. Conger to Mr. Hay' | chap=China china d.Despatches | pocom=unknown | rule=[] 
  frus1900/d538 1900-01-17 enclosure/from name='Henriquez y Carvajal' | head='Mr. Powell to Mr. Hay .' | chap=Dominican Republic dominican-republic d.Despatches | pocom=unknown | rule=[] 
  frus1904/d470 1904-10-13 enclosure/from name='Turk' | head='Mr. Hay to Señor Gamboa .' | chap=Mexico mexico d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1903/d27 1903-01-20 head/from name='Seeger' | head='Mr. Seeger to Mr. Hay .' | chap=Brazil brazil d.Despatches | pocom=unknown | rule=[] 
  frus1903/d633 1903-11-17 enclosure/from name='Algara' | head='Mr. Clayton to Mr. Hay .' | chap=Mexico mexico d.Despatches | pocom=unknown | rule=[] 
  frus1903/d501 1903-06-04 head/to name='M. H. Herbert' | head='Mr. Hay to Sir M. H. Herbert .' | chap=Great Britain united-kingdom d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1901China/d129 1901-06-04 enclosure/from name='M. de Cologan' | head='Mr. Rockhill to Mr. Hay .' | chap=  d.Despatches | pocom=unknown | rule=[] 
  frus1902/d110 1902-05-26 head/from name='Hutchinson' | head='Mr. Hutchinson to Mr. Hay .' | chap=Chile chile d.Despatches | pocom=unknown | rule=[] 
  frus1902/d561 1902-09-06 head/to name='Raikes' | head='Mr. Adee to Mr. Raikes .' | chap=Great Britain united-kingdom d.Instructions,notesToFM | pocom=unknown | rule=[] 
## B|1900-1905|unknown:unexplained count=32
  frus1903/d149 1903-07-31 head/from name='May' | head='Mr. May to Mr. Beaupré .' | chap=Colombia colombia d.Instructions,notesToFM | pocom=unknown | rule=[] 
  frus1902/d277 1902-06-17 head/to name='Say' | head='Señor Quesada to Mr. Say .' | chap=Cuba cuba notesFromFM | pocom=unknown | rule=[] 
  frus1904/d385 1903-07-29 head/to name='M. Malmusi' | head='Mr. Philip to M. Malmusi .' | chap=Italy italy d.Despatches | pocom=unknown | rule=[] 
  frus1900/d543 1899-05-21 head/to name='Tourgée' | head='Mr. Lasserre to Mr. Tourgée .' | chap=France france d.Despatches | pocom=unknown | rule=[] 
  frus1904/d417 1904-02-16 head/to name='Takahira' | head='Baron Komura to Mr. Takahira .' | chap=Japan japan d.Despatches | pocom=unknown | rule=[] 
  frus1903/d2 1902-12-29 head/to name='Martin Garcia Mérou' | head='Señor Luis M. Drago , Minister of Foreign Relations of the Argentine Republic, to' | chap=Argentine Republic argentina d.Despatches | pocom=unknown | rule=[] 
  frus1902/d386 1902-09-04 head/to name='Loubet' | head='President Roosevelt to President Loubet .' | chap=France france d.Despatches | pocom=unknown | rule=[] 
  frus1902/d817 1902-09-12 head/to name='Regalado' | head='President Roosevelt to President Regalado .' | chap=Nicaragua, Costa Rica, and S nicaragua lettersReceived | pocom=unknown | rule=[] 
