54D190CONSOLIDATEDFILESOFTHEOFFICEOFPHILIPPINEANDSOUTHEASTASIANAFFAIRS	1	RG-59
54D190FILESOFTHEOFFICEOFPHILIPPINEANDSOUTHEASTASIANAFFAIRS	1	RG-59
54D198	1	RG-59
54D211	1	RG-59
54D243	1	RG-59
54D316	1	RG-59
54D4423	1	RG-59
54D444	1	RG-59
54D510	1	RG-59
54D539	1	RG-59
54D5FILESOFTHEFOREIGNASSISTANCECORRELATIONCOMMITTEEANDITSSUCCESSOR	1	RG-59
55D275	1	RG-59
55D277	1	RG-59
55D323TWOLOTFILESCONTAININGRECORDSOFTHEOFFICEOFSPECIALPOLITICALAFFAIRSANDITSSUCCESSORORGANIZATION	1	RG-59
55D475	1	RG-59
55D668	1	RG-59
55F124312SC/350SCSPAIN	1	RG-84
55F17	1	RG-84
55F43	1	RG-84
55F44	1	RG-84
56A211	1	RG-59
56D217	1	RG-59
56D645	1	RG-59
56F158	1	RG-84
56F159	1	RG-84
56F191	1	RG-84
56F679	1	RG-84
57D178	1	RG-59
57D2S	1	RG-59
57D548	1	RG-59
57D573	1	RG-59
57D663	1	RG-59
57D668	1	RG-59
57D696	1	RG-59
57F108	1	RG-84
585133	1	RG-59
58D132	1	RG-59
58D193	1	RG-59
58D207CERTAINFILESOFTHEOFFICEOFPHILIPPINEANDSOUTHEASTASIANAFFAIRS	1	RG-59
58D244	1	RG-59
58D309	1	RG-59
58D35	1	RG-59
58D386	1	RG-59
58D387	1	RG-59
58D398	1	RG-59
58D399	1	RG-59
58D549	1	RG-59
58D738	1	RG-59
58F125	1	RG-84
58F29	1	RG-84
58F35	1	RG-84
58F6	1	RG-84
58F7	1	RG-84
58F95	1	RG-84
59D05	1	RG-59
59D12	1	RG-59
59D253	1	RG-59
59D258	1	RG-59
59D352	1	RG-59
59D509	1	RG-59
59D518;ALPHAMEMOS	1	RG-59
59D518;OMEGAEGYPTDAM	1	RG-59
59D6	1	RG-59
59D62	1	RG-59
59F15	1	RG-84
59F180	1	RG-84
59F208	1	RG-84
59F3	1	RG-84
59F59FILE850MARSHALLPLAN	1	RG-84
5SF7	1	RG-59
60	1	RG-59
60B224	1	RG-59
60D147	1	RG-59
60D167	1	RG-59
60D187	1	RG-59
60D244	1	RG-59
60D27	1	RG-59
60D544	1	RG-59
60D55	1	RG-59
60D577	1	RG-59
60D629	1	RG-59
60D641LOT60D641ISACOLLECTIONOFMEMORANDAOFTHEPRESSCONFERENCESOFTHESECRETARYOFSTATE	1	RG-59
60D67	1	RG-59
60P224	1	RG-59
61D131	1	RG-59
61D34	1	RG-59
61D37	1	RG-59
61D413	1	RG-59
61D445	1	RG-59
61D472	1	RG-59
61D7	1	RG-59
61D77	1	RG-59
61F30	1	RG-84
61F98	1	RG-84
62D106	1	RG-59
62D118	1	RG-59
62D21	1	RG-59
62D443	1	RG-59
62D627	1	RG-59
62F43	1	RG-84
62F69	1	RG-84
63A1770	1	RG-59
63D1	1	RG-59
63D148	1	RG-59
63D190	1	RG-59
63D221	1	RG-59
63D308	1	RG-59
63D327	1	RG-59
63D350	1	RG-59
63D351NSC65SERIES	1	RG-59
63D531	1	RG-59
63D82	1	RG-59
63F50	1	RG-84
63F61	1	RG-84
63F84	1	RG-84
63L351	1	RG-59
64A2710	1	RG-59
64D	1	RG-59
64D152	1	RG-59
64D167	1	RG-59
64D199;BOTHINCLUDEDINTHEMICROFICHESUPPLEMENT	1	RG-59
64D199;INCLUDEDINTHEMICROFICHESUPPLEMENT	1	RG-59
64D206	1	RG-59
64D240	1	RG-59
64D341	1	RG-59
64D350	1	RG-59
64D358;UNITEDNATIONSGENERALUNIONOFSOUTHAFRICA	1	RG-59
64D423	1	RG-59
64D467	1	RG-59
64D469	1	RG-59
64D484	1	RG-59
64D523	1	RG-59
64D535	1	RG-59
64D54	1	RG-59
64D563FILEOFTHEPOLICYPLANNINGSTAFFOFTHEDEPARTMENTOFSTATE	1	RG-59
64D563FILESOFTHEPOLICYPLANNINGSTAFF	1	RG-59
64D563FILESOFTHEPOLICYPLANNINGSTAFFOFTHEDEPARTMENTOFSTATE	1	RG-59
64D566	1	RG-59
64D571	1	RG-59
64D577	1	RG-59
64F106	1	RG-84
64F17	1	RG-84
64F291	1	RG-84
64F563	1	RG-84
64F6	1	RG-84
64F87	1	RG-84
65D398	1	RG-59
65D439	1	RG-59
65D482	1	RG-59
65D81	1	RG-59
65D987	1	RG-59
65F4	1	RG-84
66A3542VIETNAM1962	1	RG-59
66D298/19	1	RG-59
66D305	1	RG-59
66D407	1	RG-59
66D513	1	RG-59
66DEDENTOEISENHOWERCORRESPONDENCE19551956VOL	1	RG-59
66S298	1	RG-59
67D167	1	RG-59
67D466	1	RG-59
67F117	1	RG-84
68A5159	1	RG-59
68D323	1	RG-59
69D191	1	RG-59
69D396	1	RG-59
6D379	1	RG-59
6SD366	1	RG-59
70A1266	1	RG-59
70D351	1	RG-59
70D398	1	RG-59
70D442	1	RG-59
70D647	1	RG-59
70D823	1	RG-59
70F206	1	RG-84
71D224	1	RG-59
72A5030	1	RG-59
72D190	1	RG-59
72D1960	1	RG-59
72D235	1	RG-59
72D242	1	RG-59
72D464	1	RG-59
72D467	1	RG-59
72D96	1	RG-59
73D139	1	RG-59
73D288FOREIGNECONOMICPOLICYCOUNCIL	1	RG-59
73D374	1	RG-59
73D395	1	RG-59
74D29	1	RG-59
74D343	1	RG-59
74D484	1	RG-59
74D51	1	RG-59
75A02	1	RG-59
75D137	1	RG-59
75D165	1	RG-59
75D265	1	RG-59
75D277	1	RG-59
75D65	1	RG-59
76D110	1	RG-59
76F44	1	RG-84
77A17	1	RG-59
77D163;ITISATTACHEDTOABRIEFNOTEFROMRUSKTOMCNAMARASTATINGTHATBUNDYHADHANDEDITTOHIMTHEMORNINGOFJANUARY18	1	RG-59
77D351	1	RG-59
77DD112	1	RG-59
78D130	1	RG-59
78D155	1	RG-59
78F118	1	RG-84
79D31	1	RG-59
79D354	1	RG-59
79D379	1	RG-59
79F111	1	RG-84
79F123	1	RG-84
80D110	1	RG-59
80D305	1	RG-59
80F5	1	RG-84
80F64	1	RG-84
81D344	1	RG-59
81F58	1	RG-84
81F59	1	RG-84
83D340	1	RG-59
83F67	1	RG-84
83S210	1	RG-59
84830001	1	RG-59
84D161	1	RG-59
87D452	1	RG-59
89D056	1	RG-59
89D336	1	RG-59
89D94	1	RG-59
90D327	1	RG-59
90D408	1	RG-59
90D413	1	RG-59
91D231	1	RG-59
91D273	1	RG-59
91D372	1	RG-59
92D165	1	RG-59
92D207	1	RG-59
92D223	1	RG-59
92D227	1	RG-59
92D49	1	RG-59
92D52NOVEMBER191984ESSENSITIVEDOCUMENTS	1	RG-59
92D97	1	RG-59
93D390	1	RG-59
94D093	1	RG-59
94D552	1	RG-59
94D566	1	RG-59
94D93	1	RG-59
95D552	1	RG-59
96D696	1	RG-59
99D364	1	RG-59
D199	1	RG-59
F167	1	RG-84
F169	1	RG-84
F21	1	RG-84
F31	1	RG-84
F84	1	RG-84
FILE66D329	1	RG-59
FILE92D52	1	RG-59
FILES80D212	1	RG-59
LOT92D52	1	RG-59
NO	1	RG-59
O4D199	1	RG-59
W1425	1	RG-59
W144	1	RG-59
W3127	1	RG-59
