creatorNaId,heading,authorityType,recordCount,recordGroupCount,recordGroups,creatorTypes
10478472,"Department of Defense. Joint Chiefs of Staff. U.S. Forces in Austria. U.S. Element, Allied Commission for Austria. (09/18/1947 - 09/20/1950)",organization,4,1,84,Most Recent=4
10535683,Department of State. Agency for International Development. Bureau for Africa. Office of Development Services. (1971 - 1976),organization,4,1,286,Most Recent=3 Predecessor=1
10535061,Department of State. Agency for International Development. Bureau for Asia. Office of Residual Indo-China Affairs. Laos Section. (10/1975 - 1976),organization,4,1,286,Most Recent=4
10507835,Department of State. Agency for International Development. Bureau for Far East. Office of Southwest Pacific Affairs. (06/1964 - 06/1967),organization,4,1,286,Most Recent=4
10512113,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of Near East and North Africa Affairs. (1974 - 10/1975),organization,4,1,286,Predecessor=4
10511964,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of Near Eastern Affairs. (11/04/1961 - 02/1972),organization,4,1,286,Most Recent=3 Predecessor=1
25362055,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of Technical Support. Engineering Division. (11/04/1961 - 1968),organization,4,1,286,Most Recent=3 Predecessor=1
10512112,Department of State. Agency for International Development. Bureau for Near East. Office of Near East and North Africa Affairs. (10/1975 - 1976),organization,4,1,286,Most Recent=3 Predecessor=1
10536805,Department of State. Agency for International Development. Bureau for Population and Humanitarian Assistance. Office of Population. Latin America Division. (1972 - 1978),organization,4,1,286,Most Recent=4
10508163,Department of State. Agency for International Development. Bureau for Program and Management Services. Office of Engineering. (1972 - 10/01/1979),organization,4,1,286,Most Recent=3 Predecessor=1
10536191,Department of State. Agency for International Development. Bureau for Program and Management Services. Office of International Training. (1971 - 1979),organization,4,1,286,Most Recent=4
10527592,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Population. (1969 - 1972),organization,4,1,286,Most Recent=1 Predecessor=3
10527596,Department of State. Agency for International Development. Office of Food for Peace. (1969 - 1978),organization,4,1,286,Most Recent=4
10535529,Department of State. Agency for International Development. Office of Legislative Affairs. (1971 - 1979),organization,4,1,286,Most Recent=4
10505920,Department of State. Agency for International Development. Office of Material Resources. Resources Transportation Division. (11/04/1961 - ca. 02/1967),organization,4,2,286 469,Most Recent=4
10469205,Department of State. Agency for International Development. Office of Public Safety. Office of the Director. (11/03/1961 - 1975),organization,4,1,286,Most Recent=4
10469384,Department of State. Agency for International Development. Office of Public Safety. Training Division. (11/03/1961 - 1975),organization,4,1,286,Most Recent=4
10507323,Department of State. Agency for International Development. Office of the War on Hunger. (03/23/1967 - 1969),organization,4,1,286,Most Recent=3 Predecessor=1
10508054,Department of State. Agency for International Development. USAID Mission to Afghanistan. Office of the Director. Office of the Assistant Director for Development Planning. (11/04/1961 - 1978),organization,4,1,286,Most Recent=4
10507747,Department of State. Agency for International Development. USAID Mission to Argentina. Executive Office. (11/04/1961 - ca. 1968),organization,4,1,286,Most Recent=4
10526522,Department of State. Agency for International Development. USAID Mission to Brazil. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
25361196,Department of State. Agency for International Development. USAID Mission to Ceylon. (11/04/1961 - 1972),organization,4,1,286,Most Recent=4
25467419,Department of State. Agency for International Development. USAID Mission to Colombia. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10526743,Department of State. Agency for International Development. USAID Mission to Guatemala. Human Resources Office. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10507114,Department of State. Agency for International Development. USAID Mission to Honduras. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10535394,Department of State. Agency for International Development. USAID Mission to India. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10534596,Department of State. Agency for International Development. USAID Mission to India. Agriculture Division. (11/04/1961 - 01/01/1979),organization,4,1,286,Most Recent=4
10535969,Department of State. Agency for International Development. USAID Mission to Jordan. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10536777,Department of State. Agency for International Development. USAID Mission to Jordan. Executive Office. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10536452,Department of State. Agency for International Development. USAID Mission to Kenya. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10536782,Department of State. Agency for International Development. USAID Mission to Liberia. Education Division. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
25346787,Department of State. Agency for International Development. USAID Mission to Peru. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10526971,Department of State. Agency for International Development. USAID Mission to Peru. Executive Office. (11/04/1961 - 10/01/1979),organization,4,1,286,Most Recent=4
10507666,Department of State. Agency for International Development. USAID Mission to the Republic of the Congo (11/04/1961 - 06/29/1967),organization,4,1,286,Most Recent=4
18396759,Department of State. Argentina Committee. (02/18/1946 - 11/17/1947),organization,4,1,353,Most Recent=4
18540874,Department of State. Belgium-Luxembourg Committee. (02/18/1946 - 1946),organization,4,1,353,Most Recent=4
10502414,Department of State. Board of Examiners for the Consular Service. (1895 - 1905),organization,4,1,59,Most Recent=4
10510436,Department of State. Bureau for International Narcotics Matters. (02/06/1979 - 02/10/1995),organization,4,1,59,Most Recent=4
10527344,Department of State. Bureau of African Affairs. Office of Inter-African Affairs. (1974 - ca. 1979),organization,4,1,59,Most Recent=4
10527848,Department of State. Bureau of Consular Affairs. (08/17/1977 - ),organization,4,1,59,Most Recent=4
10511504,Department of State. Bureau of Diplomatic Security. (11/04/1985 - ),organization,4,1,59,Most Recent=4
10448647,Department of State. Bureau of East Asian and Pacific Affairs. Office of the Country Director for Japan. (11/01/1966 - ca. 1970),organization,4,1,59,Most Recent=4
10459170,Department of State. Bureau of East Asian and Pacific Affairs. Office of the Country Director for Korea. (11/01/1966 - ca. 1970),organization,4,1,59,Most Recent=4
10510073,Department of State. Bureau of Economic Affairs. Office of International Trade and Resources. Trade Agreements and Treaties Division. Trade Agreements Branch. (1955 - 1957),organization,4,1,59,Most Recent=4
10487631,Department of State. Bureau of Economic and Business Affairs. Office of the Assistant Secretary of State for Economic and Business Affairs. (09/15/1972 - ),organization,4,1,59,Most Recent=4
10505677,Department of State. Bureau of Educational and Cultural Affairs. Office of the Multilateral and Special Activities. Office of the Secretariat to the U.S. Advisory Commission on International Educational and Cultural Affairs and to the Advisory Committee on the Arts. (11/1962 - 1963),organization,4,1,59,Most Recent=2 Predecessor=2
10476729,Department of State. Bureau of European Affairs. Office of British Commonwealth and Northern European Affairs. Office of the Officer in Charge for Caribbean Dependencies Affairs. (1963 - 1965),organization,4,1,59,Predecessor=4
10504226,Department of State. Bureau of European Affairs. Office of Soviet Union Affairs. (ca. 1959 - 1966),organization,4,1,59,Most Recent=4
10504393,Department of State. Bureau of European and Canadian Affairs. Office of Soviet Union Affairs. (09/15/1983 - 1992 ?),organization,4,1,59,Most Recent=4
18216684,Department of State. Bureau of Human Rights and Humanitarian Affairs. Office of Refugee and Migration Affairs. (10/27/1977 - 1979),organization,4,1,59,Predecessor=4
10476085,Department of State. Bureau of Intelligence and Research. Office of the Director. (10/10/1957 - 08/16/1986),organization,4,1,59,Most Recent=2 Predecessor=2
10509933,Department of State. Bureau of Inter-American Affairs. Office of Inter-American Regional Economic Affairs. (1956 - 1964),organization,4,1,59,Most Recent=4
10509443,Department of State. Bureau of Inter-American Affairs. Office of the Deputy Assistant Secretary. (06/1949 - ca. 1975),organization,4,1,59,Most Recent=4
26318318,Department of State. Bureau of Inter-American Affairs. Office of the Director for Mexico. (ca. 1971 - ca. 1979),organization,4,1,59,Most Recent=4
10502588,Department of State. Bureau of International Cultural Relations. (06/01/1959 - 04/17/1960),organization,4,1,59,Predecessor=4
10502637,Department of State. Bureau of International Organization Affairs. Office of International Administration. (08/24/1954 - ca. 1970),organization,4,1,59,Most Recent=3 Predecessor=1
10487385,"Department of State. Bureau of Near Eastern and South Asian Affairs. Office of Greek, Turkish, and Iranian Affairs. (08/20/1958 - 1966)",organization,4,1,59,Most Recent=4
10460770,Department of State. Bureau of Near Eastern and South Asian Affairs. Office of the Country Director for Arabian Peninsula Affairs. (1975 - ca. 1979),organization,4,1,59,Most Recent=4
10458704,"Department of State. Bureau of Near Eastern and South Asian Affairs. Office of the Country Director for India, Ceylon, Nepal and Maldive Islands. (1966 - 1972)",organization,4,1,59,Most Recent=3 Predecessor=1
10459016,"Department of State. Bureau of Near Eastern and South Asian Affairs. Office of the Country Director for Pakistan, Afghanistan and Bangladesh. (1972 - ca. 1979)",organization,4,1,59,Most Recent=3 Predecessor=1
10461475,"Department of State. Bureau of Near Eastern, South Asian and African Affairs. Office of African and Near Eastern Affairs. (1949 - 1950)",organization,4,1,59,Predecessor=4
10461476,"Department of State. Bureau of Near Eastern, South Asian and African Affairs. Office of Near Eastern Affairs. (1951 - 1958)",organization,4,1,59,Most Recent=4
18558495,Department of State. Bureau of Oceans and International Environmental and Scientific Affairs. Office of the Deputy Assistant Secretary for Nuclear Energy and Energy Technology Affairs. Office of Nuclear Technology and Safeguards. (ca. 1979 - ca. 1993),organization,4,1,59,Most Recent=4
10510848,Department of State. Bureau of Public Affairs. Office of Educational Exchange. Program Development Staff. Program Reporting Staff. (ca. 1949 - ca. 1953),organization,4,1,59,Most Recent=4
10471205,Department of State. Bureau of Public Affairs. Office of International Information. (04/22/1948 - ca. 1950),organization,4,2,59 306,Correspondent=2 Predecessor=2
10460112,Department of State. Bureau of Security and Consular Affairs. Office of Special Consular Services. (12/30/1954 - 1977),organization,4,1,59,Most Recent=4
10511648,Department of State. Bureau of Security and Consular Affairs. Office of the Administrator. (12/30/1954 - 08/17/1977),organization,4,1,59,Most Recent=4
10485938,Department of State. Bureau of United Nations Affairs. (10/1949 - 08/24/1954),organization,4,1,59,Most Recent=3 Predecessor=1
10486349,Department of State. Bureau of United Nations Affairs. National Commission for UNESCO. (02/1949 - 08/25/1954),organization,4,1,59,Most Recent=4
18238329,Department of State. Committee on Eastern and Southeastern Europe-Union of Soviet Socialist Republics. (07/1946 - 01/23/1947),organization,4,1,353,Most Recent=4
18541623,Department of State. Czechoslovakia Committee. (02/18/1946 - ca. 1947),organization,4,1,353,Most Recent=4
10511158,Department of State. Division of Communications and Records. (01/01/1931 - 11/01/1945),organization,4,2,59 182,Most Recent=4
10510512,Department of State. Division of Cultural Relations. (07/18/1938 - 01/15/1944),organization,4,1,59,Predecessor=4
10460631,Department of State. Division of Political Studies. (01/01/1943 - 01/15/1944),organization,4,1,59,Predecessor=4
10462090,Department of State. Division of Western European Affairs. (12/13/1909 - 06/15/1937),organization,4,1,59,Predecessor=4
10448511,Department of State. Economic Warfare Planning Committee. (12/01/1948 - ca. 1951),organization,4,1,353,Most Recent=4
10491586,Department of State. Foreign Service Institute. Office of the Director. (03/07/1947 - ),organization,4,1,59,Most Recent=4
18503939,Department of State. India-Burma Committee. (02/18/1946 - 11/17/1947),organization,4,1,353,Most Recent=4
10468214,Department of State. Institute of Inter-American Affairs. (04/10/1946 - 1953),organization,4,2,229 469,Most Recent=4
18546064,Department of State. Interdivisional Area Committee on the Far East. Subcommittee on Extension of Aid to Turkey. (ca. 1947 - ca. 1947),organization,4,1,353,Most Recent=4
10511958,"Department of State. International Cooperation Administration. ICA Liaison Office to London, England. (1958 - 11/03/1961)",organization,4,1,469,Most Recent=4
10486809,Department of State. International Cooperation Administration. Mission to Egypt. Executive Office. (06/30/1955 - 03/19/1958),organization,4,1,469,Most Recent=4
10488013,Department of State. International Cooperation Administration. Mission to France. Office of the Director. Communications and Records Unit. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10504127,Department of State. International Cooperation Administration. Mission to Greece. Office of the Director. Secretariat. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10536031,Department of State. International Cooperation Administration. Mission to Guatemala. Agriculture Office. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10535083,Department of State. International Cooperation Administration. Mission to Iran. Executive Office. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10487316,Department of State. International Cooperation Administration. Mission to Liberia. Executive Office. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10486296,Department of State. International Cooperation Administration. Mission to Paraguay. Office of the Director. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10526679,Department of State. International Cooperation Administration. Mission to Thailand. Executive Office. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10506283,Department of State. International Cooperation Administration. Office of the Controller. (06/30/1955 - 11/03/1961),organization,4,2,286 469,Most Recent=1 Predecessor=3
10477293,Department of State. International Cooperation Administration. Office of the Deputy Director for Management. (06/30/1955 - 11/1961),organization,4,1,469,Most Recent=4
10493013,Department of State. International Cooperation Administration. Office of the Deputy Director for Management. Office of Management Planning. (ca. 10/1957 - 11/03/1961),organization,4,2,286 469,Most Recent=2 Predecessor=2
10478631,Department of State. International Cooperation Administration. Office of the Deputy Director for Management. Office of the Controller. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10492052,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of African and European Operations. Mediterranean Division. (09/12/1960 - 11/03/1961),organization,4,1,469,Most Recent=4
10491885,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of African and European Operations. North Africa Division. (07/29/1957 - 09/12/1960),organization,4,1,469,Most Recent=2 Predecessor=2
10492531,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of European Operations. (06/30/1955 - 10/08/1956),organization,4,2,286 469,Predecessor=4
10505689,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of Near East and South Asia Operations. Office of the Regional Director. Office of the Special Assistant to the Regional Director for CENTO Affairs. (05/03/1960 - 11/03/1961),organization,4,1,469,Most Recent=4
10492213,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of Near East and South Asia Operations. South Asia Division. Afghanistan Branch. (10/08/1956 - 11/03/1961),organization,4,1,469,Most Recent=4
10504980,Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of Near East and South Asia. Program Staff. (10/08/1956 - 11/03/1961),organization,4,2,286 469,Most Recent=3 Predecessor=1
10493325,"Department of State. International Cooperation Administration. Office of the Deputy Director for Operations. Office of Near East, South Asia, and African Operations. Program Planning Office. (06/30/1955 - 10/08/1956)",organization,4,1,469,Most Recent=3 Predecessor=1
10505307,"Department of State. International Cooperation Administration. Office of the Deputy Director for Technical Services. Office of Industrial Resources. Area Operations Division. Latin America, Africa, and Europe Operations. (ca. 09/1956 - 03/17/1959)",organization,4,2,286 469,Predecessor=4
10504261,Department of State. International Cooperation Administration. Office of the Deputy Director for Technical Services. Office of Industrial Resources. Industrial Specialist Division. Minerals and Processing Industries Branch. (06/30/1955 - 1956),organization,4,1,469,Most Recent=2 Predecessor=2
10492495,Department of State. International Cooperation Administration. Office of the Deputy Director for Technical Services. Office of Industrial Resources. Office of the Director. (06/30/1955 - 03/17/1959),organization,4,1,469,Most Recent=4
10491697,Department of State. International Cooperation Administration. Office of the Deputy Director for Technical Services. Office of Transportation. (06/30/1955 - 03/17/1959),organization,4,1,469,Most Recent=4
10502880,"Department of State. International Cooperation Administration. U.S. Operations Mission to Israel. Industry, Transportation, and Mining Division. (06/30/1955 - 11/03/1961)",organization,4,1,469,Most Recent=2 Predecessor=2
10487147,Department of State. International Cooperation Administration. U.S. Operations Mission to Peru. Office of the Director. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10488001,Department of State. International Cooperation Administration. U.S. Operations Mission to Peru. Southern Peru Regional Development Division. Office of the Director. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10487196,Department of State. International Cooperation Administration. U.S. Operations Mission to Vietnam. Agriculture and Natural Resources Division. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
10512755,Department of State. International Cooperation Administration. U.S. Technical Cooperation Mission to India. Office of the Director. (06/30/1955 - 11/03/1961),organization,4,1,469,Most Recent=4
18504052,"Department of State. Iran, Turkey, and the Arab States Committee. (02/18/1946 - 11/17/1947)",organization,4,1,353,Most Recent=4
18543207,Department of State. Liberia Committee. (02/10/1947 - 11/17/1947),organization,4,1,353,Most Recent=4
18542776,Department of State. Nationalization Coordinating Committee. (05/27/1946 - 10/30/1946),organization,4,1,353,Most Recent=4
18543153,Department of State. Netherlands Committee. (02/18/1946 - ca. 1946),organization,4,1,353,Most Recent=4
10466031,Department of State. Office of Facilities Management and Support Services. General Services Division. Technical Services Branch. (? - ?),organization,4,1,59,Most Recent=4
10450436,Department of State. Office of Foreign Economic Coordination. Division of Defense Materials. (06/24/1943 - 08/27/1943),organization,4,1,59,Predecessor=4
10486777,Department of State. Office of Information and Educational Exchange. (08/15/1947 - 04/22/1948),organization,4,2,59 306,Predecessor=4
10510169,Department of State. Office of International Information and Cultural Affairs. Division of Cultural Cooperation. (08/31/1945 - 12/29/1945),organization,4,1,59,Most Recent=1 Predecessor=3
10504086,Department of State. Office of International Trade Policy. Division of Commercial Policy. (03/01/1945 - 1949),organization,4,1,59,Most Recent=3 Predecessor=1
10477759,Department of State. Office of Near Eastern and African Affairs. (02/15/1944 - 10/03/1949),organization,4,2,43 59,Most Recent=1 Predecessor=3
10474564,Department of State. Office of Near Eastern and African Affairs. Division of African Affairs. (01/15/1944 - 10/03/1949),organization,4,1,59,Most Recent=3 Predecessor=1
10486960,Department of State. Office of Special Political Affairs. (01/15/1944 - 01/21/1948),organization,4,1,59,Most Recent=3 Predecessor=1
10486961,Department of State. Office of United Nations Affairs. (01/21/1948 - 06/24/1949),organization,4,1,59,Most Recent=2 Predecessor=2
10501814,Department of State. Office of the Assistant Secretary - Controller. Regulations and Procedures Staff. (1955 - 1957),organization,4,1,59,Most Recent=4
10503962,Department of State. Office of the Assistant Secretary for Public Affairs. Office of Educational Exchange. Division of Exchange of Persons. (06/28/1948 - ca. 1949),organization,4,1,59,Most Recent=1 Predecessor=3
10498313,Department of State. Office of the Assistant Secretary for Public Affairs. Office of International Information. Division of International Press and Publications. (1949 - 1952),organization,4,2,59 306,Predecessor=4
10473365,Department of State. Office of the Assistant Secretary for Public Affairs. Office of Public Affairs. Division of Historical Policy Research. (ca. 1949 - 1953),organization,4,2,43 59,Most Recent=4
18538356,Department of State. Office of the Assistant Secretary of State for Economic Affairs. Executive Committee on Economic Foreign Policy. West Indian Committee. (06/01/1945 - 01/22/1947),organization,4,1,353,Most Recent=4
18501129,Department of State. Office of the Central Secretariat of the Executive Staff Committees. (04/26/1945 - ca. 1948),organization,4,1,353,Most Recent=4
10510508,Department of State. Office of the Deputy Under Secretary for Administration. Office of the Director General of the Foreign Service. (08/10/1955 - 07/12/1971),organization,4,1,59,Most Recent=4
10493170,Department of State. Office of the Deputy Under Secretary of State for Management. Office of the Director General of the Foreign Service. Office of the Deputy Director and Director of Personnel. Office of the Deputy Director for Career Counseling and Assignments. Presidential Appointments Staff. (ca. 1972 - ca. 1978),organization,4,1,59,Predecessor=4
10479196,Department of State. Office of the Director for Mutual Security. Technical Cooperation Administration. Office of the Assistant Administrator for Management. Controller's Office. Budget Division. (06/01/1953 - 08/01/1953),organization,4,1,469,Most Recent=4
10478013,Department of State. Office of the Director for Mutual Security. Technical Cooperation Administration. Office of the Assistant Administrator for Programs. Program Planning Office. (06/01/1953 - 08/01/1953),organization,4,1,469,Most Recent=3 Predecessor=1
10481672,Department of State. Office of the Legal Adviser. Office of the Assistant Legal Adviser for International Claims. (ca. 1946 - ca. 1982),organization,4,2,59 76,Most Recent=4
24904166,Department of State. Office of the Legal Adviser. Office of the Assistant Legal Adviser for Law Enforcement and Intelligence. (1979 - ),organization,4,1,59,Most Recent=4
24904150,Department of State. Office of the Legal Adviser. Office of the Assistant Legal Adviser for Security and Consular Affairs. (1974 - ca. 1977),organization,4,1,59,Most Recent=4
10492752,Department of State. Office of the Legal Adviser. Office of the Deputy Legal Adviser for Administration. (ca. 1964 - 1971),organization,4,1,59,Most Recent=3 Predecessor=1
10456886,Department of State. Office of the Legal Adviser. Office of the Deputy Legal Adviser. (1931 - ),organization,4,1,59,Most Recent=3 Predecessor=1
10492982,Department of State. Office of the Secretary. Office of the Consultant to the Secretary of State. (04/19/1950 - ca. 1952),organization,4,1,59,Predecessor=4
10448888,Department of State. Office of the Secretary. Policy Planning Staff. (05/05/1947 - 1953),organization,4,2,43 59,Most Recent=4
10486668,Department of State. Office of the U.S. Deputy Representative to the North Atlantic Council. (ca. 07/1950 - ca. 1952),organization,4,1,84,Most Recent=2 Predecessor=2
10476264,"Department of State. Office of the U.S. High Commissioner for Germany. Office of General Counsel. Decartelization and Deconcentration Division. U.S. Element, Tripartite I.G. Farben Control Group. (09/21/1949 - 1952)",organization,4,1,466,Most Recent=4
10456518,Department of State. Office of the U.S. High Commissioner for Germany. Office of the Land Commissioner for Bavaria. Field Operations Division. (09/21/1949 - 06/30/1952),organization,4,1,466,Most Recent=3 Originator=1
10455461,Department of State. Office of the U.S. High Commissioner for Germany. Office of the Land Commissioner for Bremen. (09/21/1949 - 06/30/1952),organization,4,1,466,Most Recent=4
10456702,Department of State. Office of the U.S. High Commissioner for Germany. Office of the Land Commissioner for Bremen. Military Security Division. (09/21/1949 - 06/30/1952),organization,4,1,466,Most Recent=4
10456882,Department of State. Office of the U.S. High Commissioner for Germany. Office of the Land Commissioner for Wuerttemberg-Baden. Legal Affairs Division. (09/21/1949 - 06/30/1952),organization,4,1,466,Most Recent=4
10482698,"Department of State. Office of the U.S. High Commissioner for Germany. U.S. Element, Military Security Board. (09/21/1949 - 05/05/1955)",organization,4,1,466,Most Recent=4
18539664,Department of State. Passenger Shipping Committee. (05/01/1946 - 07/26/1949),organization,4,1,353,Most Recent=4
10475734,Department of State. Peace Corps. Office of Administration and Finance. (1969 - 07/01/1971),organization,4,1,490,Most Recent=4
10476171,Department of State. Peace Corps. Office of Planning and Evaluation. Division of Evaluation. (1961 - 1967),organization,4,1,490,Most Recent=4
10449068,Department of State. Planning and Coordination Staff. (1970 - 1973),organization,4,1,59,Most Recent=4
10479573,Department of State. Technical Cooperation Administration. Near East and Africa Development Service. (09/08/1950 - 06/01/1953),organization,4,2,286 469,Predecessor=4
10447033,Department of State. Translating and Miscellaneous Bureau. (06/30/1833 - 10/31/1834),organization,4,1,59,Predecessor=4
10487269,"Department of State. U.S. Consulate General, Istanbul, Turkey. (1937 - )",organization,4,1,84,Most Recent=4
10487091,"Department of State. U.S. Consulate General, Panama City, Panama. (ca. 12/17/1903 - 04/01/1942)",organization,4,1,84,Most Recent=4
10487769,"Department of State. U.S. Consulate General, Tangier, Morocco. (06/11/1956 - ca. 1970)",organization,4,1,84,Most Recent=4
10485918,"Department of State. U.S. Consulate General, Vienna, Germany. (ca. 03/12/1938 - 1941)",organization,4,1,84,Most Recent=4
10457436,"Department of State. U.S. Consulate, Agua Prieta, Mexico. (1918 - 1953)",organization,4,1,84,Most Recent=4
10527159,"Department of State. U.S. Consulate, Algiers, Algeria. (ca. 04/04/1785 - 09/29/1962)",organization,4,1,84,Most Recent=4
10486383,"Department of State. U.S. Consulate, Asuncion, Paraguay. (ca. 02/26/1844 - 1942)",organization,4,1,84,Most Recent=2 Predecessor=2
10487952,"Department of State. U.S. Consulate, Auckland, New Zealand. (1922 - 10/24/1972)",organization,4,1,84,Most Recent=4
10456722,"Department of State. U.S. Consulate, Bari, Italy. (1869 - 1953)",organization,4,1,84,Most Recent=4
10486892,"Department of State. U.S. Consulate, Belfast, Northern Ireland. (ca. 10/06/1796 - 1975)",organization,4,1,84,Most Recent=4
10487911,"Department of State. U.S. Consulate, Bern, Switzerland. (ca. 08/15/1882 - 1948)",organization,4,1,84,Most Recent=4
10488099,"Department of State. U.S. Consulate, Bilbao, Spain. (ca. 1791 - 1966)",organization,4,1,84,Most Recent=4
10479513,"Department of State. U.S. Consulate, Bradford, England. (1860 - ca. 1953)",organization,4,1,84,Most Recent=4
10486241,"Department of State. U.S. Consulate, Bremen, Germany. (04/01/1946 - 1969)",organization,4,1,84,Most Recent=4
10456188,"Department of State. U.S. Consulate, Brussels, Belgium. (1860 - 1941)",organization,4,1,84,Most Recent=3 Predecessor=1
10535787,"Department of State. U.S. Consulate, Cali, Colombia. (1928 - ca. 1970)",organization,4,1,84,Most Recent=4
10457082,"Department of State. U.S. Consulate, Cardiff, Wales. (1855 - 1961)",organization,4,1,84,Most Recent=4
10487744,"Department of State. U.S. Consulate, Cartagena, Colombia. (ca. 08/19/1822 - 1948)",organization,4,1,84,Most Recent=4
10455489,"Department of State. U.S. Consulate, Cherbourg, France. (1804 - 1957)",organization,4,1,84,Most Recent=4
10488106,"Department of State. U.S. Consulate, Chihuahua, Mexico. (ca. 11/30/1830 - 1954)",organization,4,1,84,Most Recent=4
10486705,"Department of State. U.S. Consulate, Chungking, China. (ca. 1862 - 1949)",organization,4,1,84,Most Recent=4
10486904,"Department of State. U.S. Consulate, Colombo, Ceylon. (ca. 11/29/1850 - 1949)",organization,4,1,84,Author=1 Most Recent=1 Predecessor=2
10455846,"Department of State. U.S. Consulate, Fortaleza, Brazil. (1941 - 1953)",organization,4,1,84,Most Recent=4
10486555,"Department of State. U.S. Consulate, Glasgow, Scotland. (ca. 08/03/1801 - 1963)",organization,4,1,84,Most Recent=4
10486719,"Department of State. U.S. Consulate, Gothenburg, Sweden. (ca. 02/15/1800 - 1955)",organization,4,1,84,Most Recent=4
10487093,"Department of State. U.S. Consulate, Hamilton, Ontario, Canada. (ca. 01/10/1867 - 1976)",organization,4,1,84,Most Recent=4
10488256,"Department of State. U.S. Consulate, Iskenderun, Turkey. (1896 - 1945)",organization,4,1,84,Most Recent=4
10479719,"Department of State. U.S. Consulate, Lagos, Nigeria. (1928 ? - 10/01/1960)",organization,4,1,84,Most Recent=1 Predecessor=3
10455180,"Department of State. U.S. Consulate, Lahore, Pakistan. (1948 - 1973)",organization,4,1,84,Most Recent=4
10486216,"Department of State. U.S. Consulate, Le Havre, France. (ca. 11/02/1789 - )",organization,4,1,84,Most Recent=4
10486046,"Department of State. U.S. Consulate, Malaga, Spain. (1793 - 08/14/1959)",organization,4,1,84,Most Recent=4
10486225,"Department of State. U.S. Consulate, Mazatlan, Mexico. (ca. 11/06/1826 - 1973)",organization,4,1,84,Most Recent=4
10456960,"Department of State. U.S. Consulate, Meshed, Iran. (1949 - 1968)",organization,4,1,84,Most Recent=4
10478625,"Department of State. U.S. Consulate, Niagara Falls, Ontario, Canada. (07/01/1899 - 12/26/1959)",organization,4,1,84,Most Recent=4
10487737,"Department of State. U.S. Consulate, Nice, France. (ca. 11/15/1819 - ca. 1968)",organization,4,1,84,Most Recent=4
10486727,"Department of State. U.S. Consulate, Noumea, New Caledonia. (ca. 03/07/1887 - ca. 1955)",organization,4,1,84,Most Recent=4
10485710,"Department of State. U.S. Consulate, Paris, France. (ca. 07/17/1790 - 1941)",organization,4,1,84,Most Recent=3 Predecessor=1
10478419,"Department of State. U.S. Consulate, Peiping, China. (1928 - 01/14/1950)",organization,4,1,84,Most Recent=4
10456076,"Department of State. U.S. Consulate, Penang, Malaya. (1885 - 1962)",organization,4,1,84,Most Recent=3 Predecessor=1
10457506,"Department of State. U.S. Consulate, Port Said, Egypt. (1870 - 1955)",organization,4,1,84,Most Recent=4
10457327,"Department of State. U.S. Consulate, Prague, Czechoslovakia. (1919 - 1946)",organization,4,1,84,Most Recent=4
10485866,"Department of State. U.S. Consulate, Quebec, Quebec, Canada. (11/30/1861 - 06/01/1964)",organization,4,1,84,Most Recent=4
10486301,"Department of State. U.S. Consulate, Rabat, Morocco. (1891 - 1961)",organization,4,1,84,Most Recent=4
10455011,"Department of State. U.S. Consulate, Regina, Saskatchewan, Canada. (1915 - 1949)",organization,4,1,84,Most Recent=4
